,assay_id,doi,year,volume,issue,assay_description,compound_smiles,compound_name,value,unit,relation,log_value,classification_label,scaffold_smiles
10,969290,10.1016/j.bmcl.2013.05.068,,,,Inhibition of human ERG transfected in CHO cells by patch clamp assay,Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C,"5-fluoro-2-methyl-N-(2-methyl-4-((2S,3'S)-2-methyl-1,3'-bipyrrolidin-1'-yl)phenyl)benzamide",1.1,uM,=,0.041392685158225,1,O=C(Nc1ccc(N2CC[C@H](N3CCCC3)C2)cc1)c1ccccc1
11,1720532,10.1021/acsmedchemlett.7b00196,,,,Inhibition of human ERG,COc1nc2ccc(CO)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,4-(dimethylamino)-1-(6-(hydroxymethyl)-2-methoxyquinolin-3-yl)-2-(naphthalen-1-yl)-1-phenylbutan-2-ol,10.0,uM,=,1.0,1,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1
12,2123853,10.1021/acs.jmedchem.1c01197,,,,Inhibition of human ERG,CCS(=O)(=O)c1ccc(C(CC(=O)N(C)C)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,"2-(4-ethylsulfonylphenyl)-N',N'-dimethyl-N-[4-[2,2,2-trifluoro-1-hydroxy-1-(trifluoromethyl)ethyl]phenyl]butanediamide",8.0,uM,=,0.9030899869919436,1,O=C(Cc1ccccc1)Nc1ccccc1
13,1566578,10.1021/acs.jmedchem.5b01654,,,,Inhibition of human ERG by IonWork assay,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCOC4)C3)cc2)C1,"US8685958, 7::US8685958, 8",16.0,uM,=,1.2041199826559248,1,O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCOC4)C3)cc2)C1
14,1881829,10.1016/j.ejmech.2018.09.067,,,,Displacement of [3H]-Dofetilide from recombinant human ERG after 60 mins by scintillation counting analysis,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,"4-(3,4-Dichlorophenyl)-1-(2-hydroxybenzoyl)-3-thiosemicarbazide",0.08,uM,=,-1.0969100130080565,0,O=C(NNC(=S)Nc1ccccc1)c1ccccc1
15,2279747,10.1021/acs.jmedchem.2c01516,,,,Inhibition of human ERG expressed in CHO-K1 cells by Q-patch clamp assay,Cc1noc(-c2ccc(CCN3CC[C@@H](Nc4nc5ccccc5n4Cc4ccc(C#N)cc4)C3)cc2)n1,"(R)-4-((2-(1-(4-(3-methyl-1,2,4-oxadiazol-5-yl)phenethyl)pyrrolidin-3-ylamino)-1H-benzo[d]imidazol-1-yl)methyl)benzonitrile",0.13,uM,=,-0.8860566476931633,0,c1ccc(Cn2c(N[C@@H]3CCN(CCc4ccc(-c5ncno5)cc4)C3)nc3ccccc32)cc1
16,2234939,10.1021/acs.jmedchem.2c00608,,,,Inhibition of human ERG potassium channel by manual patch-clamp electrophysiology,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,SID11112860,0.0312,uM,=,-1.5058454059815571,0,O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1
17,2130441,10.1021/acs.jmedchem.1c00904,,,,Inhibition of human ERG,COc1nc(C2=NOC(C3CC3)C(c3ccc(Cl)cc3)N2)ccc1-n1cnc(C)c1,"5-(4-chlorophenyl)-6-cyclopropyl-3-(6-methoxy-5-(4-methyl-1H-imidazol-1-yl)pyridin-2-yl)-5,6-dihydro-4H-1,2,4-oxadiazine",12.0,uM,=,1.0791812460476249,1,c1ccc(C2NC(c3ccc(-n4ccnc4)cn3)=NOC2C2CC2)cc1
18,948139,10.1016/j.bmcl.2013.01.019,,,,Inhibition of human ERG,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)cc1CNCCO,"2-(5-(2-((2R,6S)-2,6-dimethylmorpholino)-4-morpholinopyrido[2,3-d]pyrimidin-7-yl)-2-methoxybenzylamino)ethanol",27.5,uM,=,1.4393326938302626,1,c1ccc(-c2ccc3c(N4CCOCC4)nc(N4CCOCC4)nc3n2)cc1
19,541583,10.1021/jm801236n,,,,Inhibition of wild-type human ERG expressed in HEK293 cells by whole cell patch clamp method,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1.Cl.Cl,N-(4-{1-[2-(6-Methyl-pyridin-2-yl)-ethyl]-piperidine-4-carbonyl}-phenyl)-methanesulfonamide dihydrochloride,0.02,uM,=,-1.6989700043360187,0,O=C(c1ccccc1)C1CCN(CCc2ccccn2)CC1
20,2233923,10.1016/j.bmc.2022.116743,,,,Inhibition of hERG channel by electrophysiology,O=C1CN(C(=O)COc2ccc3cc(Oc4ccc(C(F)(F)F)cn4)ccc3n2)CCN1,4-[2-[[6-[[5-(trifluoromethyl)-2-pyridyl]oxy]-2-quinolyl]oxy]acetyl]piperazin-2-one,30.0,uM,=,1.4771212547196624,1,O=C1CN(C(=O)COc2ccc3cc(Oc4ccccn4)ccc3n2)CCN1
21,634882,10.1016/j.bmcl.2010.04.052,,,,Displacement of [3H]dofetilide from human ERG,FC(F)(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,1-(1-phenyl-2-(2-(trifluoromethoxy)phenyl)ethyl)piperazine,10.9,uM,=,1.0374264979406236,1,c1ccc(CC(c2ccccc2)N2CCNCC2)cc1
22,820353,10.1021/jm300138g,,,,Displacement of [3H]astemizole from human Erg expressed in HEK293 cells after 75 mins,CCN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,cis-N-(3-(4-(ethylamino)cyclohexyl)-1H-indol-5-yl)thiophene-2-carboximidamide hydrochloride,23.0,uM,=,1.3617278360175928,1,N=C(Nc1ccc2[nH]cc(C3CCCCC3)c2c1)c1cccs1
23,755452,10.1016/j.bmcl.2010.05.026,,,,Inhibition of human hERG,COC1CN(c2nnc(C)c3c(C)n(-c4ccc(Cl)cc4OC(F)(F)F)nc23)C1,"2-(4-chloro-2-(trifluoromethoxy)phenyl)-7-(3-methoxyazetidin-1-yl)-3,4-dimethyl-2H-pyrazolo[4,3-d]pyridazine",4.0,uM,=,0.6020599913279624,1,c1ccc(-n2cc3cnnc(N4CCC4)c3n2)cc1
24,2241386,10.1016/j.ejmech.2021.113981,,,,Inhibition of hERG channel expressed in CHO cells at holding potential of -80 mV by whole cell patch clamp method,COC[C@H](Cc1ccccc1)NC[C@@H](O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12,"(S)-1-(2,8-Bis(trifluoromethyl)quinolin-4-yl)-2-(((S)-1-methoxy-3-phenylpropan-2-yl)amino)ethan-1-ol",17.3,uM,=,1.2380461031287957,1,c1ccc(CCNCCc2ccnc3ccccc23)cc1
25,1973140,10.1021/acs.jmedchem.0c00245,,,,Inhibition of human ERG,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1C[C@@H]1CNCCO1,"3-((7-(5-Chloro-3-methyl-2-(((R)-morpholin-2-yl)methyl)phenyl)thieno[3,2-b]pyridin-2-yl)methyl)-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2,4-dione",4.2,uM,=,0.6232492903979004,1,O=C1C2CC2C(=O)N1Cc1cc2nccc(-c3ccccc3C[C@@H]3CNCCO3)c2s1
26,2067975,10.1021/acs.jmedchem.0c01019,,,,Inhibition of human ERG channel in presence of dofetilide by competition binding assay,COCCOc1cc(NC(=O)N2CCCc3cc(CN(CCN(C)C)S(C)(=O)=O)c(C=O)nc32)ncc1C#N,"N-(5-cyano-4-((2-methoxyethyl)amino)pyridin-2-yl)-6-((N-(2-(dimethylamino)ethyl)methylsulfonamido)methyl)-7-formyl-3,4-dihydro-1,8-naphthyridine-1(2H)-carboxamide",20.0,uM,=,1.3010299956639813,1,O=C(Nc1ccccn1)N1CCCc2cccnc21
27,1802839,10.1016/j.ejmech.2018.08.020,,,,Inhibition of human ERG expressed in CHOK1 cells assessed as reduction in tail current at -80 holding potential after 100 to 200 secs by whole cell automated patch-clamp electrophysiology assay,O=C1S/C(=C\c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)C(=O)N1c1ccc(OCCCCN2CCN(CC3CC3)CC2)cc1,"(Z)-3-(4-(4-(4-(Cyclopropylmethyl)piperazin-1-yl)butoxy)phenyl)-5-(4-(4-nitrophenoxy)benzylidene)thiazolidine-2,4-dione",55.3,uM,=,1.7427251313046983,1,O=C1S/C(=C\c2ccc(Oc3ccccc3)cc2)C(=O)N1c1ccc(OCCCCN2CCN(CC3CC3)CC2)cc1
28,1783529,10.1016/j.ejmech.2017.12.075,,,,Inhibition of human ERG by [3H]dofetilide binding displacement assay,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1CC(C)C,4-((1-Isobutyl-5-(4-isopropylphenyl)-2-methyl-1H-pyrrol-3-yl)methyl)morpholine,16.0,uM,=,1.2041199826559248,1,c1ccc(-c2cc(CN3CCOCC3)c[nH]2)cc1
29,2163947,10.1021/acs.jmedchem.1c01564,,,,Inhibition of human ERG by [3H]]Astemizole binding assay,NCCCCN(C[C@H]1Cc2cccnc2CN1)[C@H]1CCCc2cccnc21,"N1-(((R)-5,6,7,8-tetrahydro-1,7-naphthyridin-6-yl)methyl)-N1-((S)-5,6,7,8-tetrahydroquinolin-8-yl)butane-1,4-diamine",5.4,uM,=,0.7323937598229685,1,c1cnc2c(c1)C[C@H](CN[C@H]1CCCc3cccnc31)NC2
30,938758,10.1016/j.bmcl.2013.01.033,,,,Inhibition of human hERG by automated patch clamp assay,N#CC=C1CCN(c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)CC1,"(R)-2-(1-(4-(5-((1H-1,2,3-triazol-1-yl)methyl)-2-oxooxazolidin-3-yl)-2-fluorophenyl)piperidin-4-ylidene)acetonitrile",49.5,uM,=,1.6946051989335686,1,C=C1CCN(c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2)CC1
31,445439,10.1021/jm0705408,,,,Inhibition of hERG,CN(C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N)C1CCCCC1,"4-(2-amino-6-phenoxy-4H-quinazolin-3-yl)-4-(S)-,N-dicyclohexyl-N-methylbutyramide",0.14,uM,=,-0.8538719643217619,0,O=C(CC[C@@H](C1CCCCC1)N1C=Nc2ccc(Oc3ccccc3)cc2C1)NC1CCCCC1
32,408752,10.1021/jm060683e,,,,Displacement of [3H]dofetilide from hERG,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)c(Cl)cc2o1,"N-[1-(1,3-benzodioxol-5-ylmethyl)piperidin-4-yl]-7-chloro-6-fluoro-4-oxo-4H-chromene-2-carboxamide",0.0105,uM,=,-1.978810700930062,0,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1
33,1511128,10.1016/j.bmcl.2015.06.061,,,,Inhibition of human ERG assessed as reduction in MK499 competitive binding,NCCOc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,"6-((1-(2-(6-(2-aminoethoxy)-3-fluoro-1,5-naphthyridin-4-yl)ethyl)-2-oxabicyclo[2.2.2]octan-4-ylamino)methyl)-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one",17.5,uM,=,1.2430380486862944,1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1
34,2100973,10.1021/acs.jmedchem.1c00375,,,,Displacement of [3H]-dofetilide from human ERG after 60 mins by scintillation counting method,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2c(-c3noc(=S)[nH]3)cc(=O)n(C3CC3)c12,"7-(3-(1-aminocyclopropyl)pyrrolidin-1-yl)-1-cyclopropyl-6-fluoro-8-methyl-4-(5-thioxo-4,5-dihydro-1,2,4-oxadiazol-3-yl)quinolin-2(1H)-one",18.0,uM,=,1.255272505103306,1,O=c1cc(-c2noc(=S)[nH]2)c2ccc(N3CCC(C4CC4)C3)cc2n1C1CC1
35,766668,10.1016/j.bmcl.2011.07.006,,,,Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay,N#Cc1cncc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)c1,"5-(2-(1,4'-bipiperidin-1'-yl)thiazolo[4,5-b]pyridin-6-yl)nicotinonitrile",1.235955056,uM,=,0.0920026784501421,1,c1cncc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)c1
36,675212,10.1016/j.bmcl.2010.09.016,,,,Inhibition of human ERG channel,O=C(NO)c1cnc(N2C[C@H]3CN(Cc4ccc5ccccc5c4)C[C@H]3C2)nc1,"N-hydroxy-2-((3aR,6aS)-5-(naphthalen-2-ylmethyl)hexahydropyrrolo[3,4-c]pyrrol-2(1H)-yl)pyrimidine-5-carboxamide",4.1,uM,=,0.6127838567197355,1,c1cnc(N2C[C@H]3CN(Cc4ccc5ccccc5c4)C[C@H]3C2)nc1
37,1913590,10.1021/acs.jmedchem.9b01099,,,,Inhibition of human ERG expressed in CHO cells by Q-patch clamp assay,Cc1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3C3CC3)n2)ccn1,4-(4-Cyclopropyl-2-(piperidin-4-yl)thiazol-5-yl)-N-(2-methylpyridin-4-yl)pyrimidin-2-amine,4.2,uM,=,0.6232492903979004,1,c1cc(Nc2nccc(-c3sc(C4CCNCC4)nc3C3CC3)n2)ccn1
38,1669768,10.1021/acs.jmedchem.7b00949,,,,Inhibition of human ERG expressed in CHO cells after 3 mins at -80 mV holding potential by automated patch clamp method,COc1ccc(/C=C/CN(C)Cc2ccc3c(c2)OCCC3)c(F)c1.Cl,(E)-N-(Chroman-7-methyl)-N-methyl-3-(2-fluoro-4-methoxylphenyl)prop-2-en-1amine Hydrochloride,3.1,uM,=,0.4913616938342727,1,C(=C/c1ccccc1)\CNCc1ccc2c(c1)OCCC2
39,935892,10.1016/j.bmcl.2012.10.069,,,,Binding affinity to human ERG,COc1cnc2c(c1)CN(C(=O)[C@@]13CCC[C@@H]1C[C@@H](NC1CCOCC1OC)C3)CC2,"(3-methoxy-7,8-dihydro-1,6-naphthyridin-6(5H)-yl)((2R,3aR,6aR)-2-(3-methoxytetrahydro-2H-pyran-4-ylamino)octahydropentalen-3a-yl)methanone",46.6,uM,=,1.66838591669,1,O=C(N1CCc2ncccc2C1)[C@@]12CCC[C@@H]1C[C@@H](NC1CCOCC1)C2
40,793275,10.1016/j.bmcl.2011.09.117,,,,Displacement of [3H]dofetilide from human ERG by liquid scintillation counting,COc1ccc2ncc(F)c(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2n1,"(3R,4R)-4-((2,3-dihydro-[1,4]dioxino[2,3-c]pyridin-7-yl)methylamino)-1-(2-(3-fluoro-6-methoxy-1,5-naphthyridin-4-yl)ethyl)piperidin-3-ol",29.5,uM,=,1.469822015978163,1,c1cnc2c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)ccnc2c1
41,763220,10.1016/j.bmcl.2011.04.089,,,,Binding affinity to human ERG by radioligand displacement assay,COc1cc(-c2cn(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nn2)ccc1-n1cnc(C)c1,"1-(3,5-bis(trifluoromethyl)benzyl)-4-(3-methoxy-4-(4-methyl-1H-imidazol-1-yl)phenyl)-1H-1,2,3-triazole",0.39,uM,=,-0.4089353929735008,0,c1ccc(Cn2cc(-c3ccc(-n4ccnc4)cc3)nn2)cc1
42,2203568,10.1016/j.bmcl.2022.128824,,,,Inhibition of human ERG,CNCC[C@@](O)(c1cccc2ccccc12)[C@H](c1ccccc1)c1ccc(-c2ccc(Cl)cc2)nc1OC,"(1R,2S)-1-(6-(4-chlorophenyl)-2-methoxypyridin-3-yl)-4-(methylamino)-2-(naphthalen-1-yl)-1-phenylbutan-2-ol",1.89,uM,=,0.2764618041732441,1,c1ccc(-c2ccc([C@H](Cc3cccc4ccccc34)c3ccccc3)cn2)cc1
43,766668,10.1016/j.bmcl.2011.07.006,,,,Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay,Cc1ccc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cn1,(R)-2-(6-methylpyridin-3-yl)-6-(2-(2-methylpyrrolidin-1-yl)ethyl)quinoline,26.4,uM,=,1.421603926869831,1,c1cncc(-c2ccc3cc(CCN4CCCC4)ccc3n2)c1
44,1566421,10.1016/j.bmcl.2016.02.081,,,,Inhibition of human ERG,Cc1c(OCF)ccc2c1C(=O)N(Cc1ccccc1-c1ccccc1)C2C(=O)NC(C)(C)C,(rac)-2-(biphenyl-2-ylmethyl)-N-tert-butyl-5-(fluoromethoxy)-4-methyl-3-oxoisoindoline-1-carboxamide,27.0,uM,=,1.4313637641589874,1,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1
45,2277957,10.1016/j.bmcl.2022.129048,,,,Inhibition of human ERG,Fc1ccc([C@H]2c3ccccc3CCN2C2=NC[C@H]3CNC[C@H]3O2)cc1,"(4aR,7aS)-2-[(1S)-1-(4-fluorophenyl)-3,4-dihydro-1H-isoquinolin-2-yl]-4,4a,5,6,7,7a-hexahydropyrrolo[3,4-e][1,3]oxazine",5.1,uM,=,0.7075701760979364,1,c1ccc([C@H]2c3ccccc3CCN2C2=NC[C@H]3CNC[C@H]3O2)cc1
46,612186,10.1016/j.bmcl.2009.12.071,,,,Inhibition of human ERG by patch clamp study,CCN1C[C@H]2C[C@@H](N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,(exo)-N-(2-ethyloctahydrocyclopenta[c]pyrrol-5-yl)-N-(4-fluoro-3-(trifluoromethyl)benzyl)-1-methyl-1H-imidazole-4-carboxamide,1.54,uM,=,0.1875207208364631,1,O=C(c1c[nH]cn1)N(Cc1ccccc1)[C@H]1C[C@H]2CNC[C@H]2C1
47,804235,10.1016/j.bmcl.2011.12.032,,,,Inhibition of human ERG,O=C(N1CCCCC1)N1CC(O[C@@H](c2ccc(Cl)cc2)c2cccnc2Cl)C1,(S)-{3-[(4-Chlorophenyl)-(2-chloropyridin-3-yl)methoxy]azetidin-1-yl}piperidin-1-ylmethanone,30.8,uM,=,1.4885507165004443,1,O=C(N1CCCCC1)N1CC(O[C@@H](c2ccccc2)c2cccnc2)C1
48,420606,10.1016/j.bmcl.2006.11.061,,,,Displacement of 3H-dofetilide from hERG-expressing HEK membrane homogenates,O=C1COc2cc3c(cc2N1)C(N1CCC(NC(=O)c2cc(=O)c4ccc(F)cc4o2)CC1)CC3,"7-fluoro-4-oxo-N-(1-(3-oxo-2,3,4,6,7,8-hexahydroindeno[5,6-b][1,4]oxazin-6-yl)piperidin-4-yl)-4H-chromene-2-carboxamide",14.6,uM,=,1.1643528557844371,1,O=C1COc2cc3c(cc2N1)C(N1CCC(NC(=O)c2cc(=O)c4ccccc4o2)CC1)CC3
49,820353,10.1021/jm300138g,,,,Displacement of [3H]astemizole from human Erg expressed in HEK293 cells after 75 mins,CN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,cis-N-(3-(4-(methylamino)cyclohexyl)-1H-indol-5-yl)thiophene-2-carboximidamide hydrochloride,39.0,uM,=,1.591064607026499,1,N=C(Nc1ccc2[nH]cc(C3CCCCC3)c2c1)c1cccs1
50,750496,10.1016/j.bmcl.2011.01.034,,,,Displacement of labeled dofetilide from human ERG,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3nc(C(F)(F)F)cs3)CC2)(C(C)C)C1,"cis-((1S,3R)-1-isopropyl-3-((3S,4S)-3-methoxytetrahydro-2H-pyran-4-ylamino)cyclopentyl)(4-(4-(trifluoromethyl)thiazol-2-yl)piperazin-1-yl)methanone",3900.0,uM,=,3.591064607026499,1,O=C(C1CC[C@@H](NC2CCOCC2)C1)N1CCN(c2nccs2)CC1
51,2233923,10.1016/j.bmc.2022.116743,,,,Inhibition of hERG channel by electrophysiology,CN1CCN(C(=O)c2ccc3cc(Oc4ccccn4)ccc3n2)CC1,"US9452986, 77",16.8,uM,=,1.2253092817258628,1,O=C(c1ccc2cc(Oc3ccccn3)ccc2n1)N1CCNCC1
52,1805877,10.1021/acs.jmedchem.9b00335,,,,Inhibition of human ERG expressed in CHOK1 cells by Q-patch electrophysiology method,Cc1ccc(-c2cc(S(C)(=O)=O)cc(S(=O)(=O)c3ccc(CN)s3)c2)cc1,"(5-((4'-Methyl-5-(methylsulfonyl)-[1,1'-biphenyl]-3-yl)sulfonyl)thiophen-2-yl)methanamine",4.6,uM,=,0.6627578316815741,1,O=S(=O)(c1cccc(-c2ccccc2)c1)c1cccs1
53,1783291,10.1016/j.ejmech.2017.12.099,,,,Inhibition of human ERG by auomated patch clamp assay,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,"7-{4-[4-(2,3-Dichloro-phenyl)-piperazin-1-yl]-butoxy}-3,4-dihydro-1H-quinolin-2-one",3.86,uM,=,0.5865873046717549,1,O=C1CCc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2N1
54,1361409,10.1021/jm500432n,,,,Inhibition of human ERG by patch clamp electrophysiological analysis,COc1ccc2c(ccc(=O)n2CCN2CCC(NCc3cnc(C)c(C#N)c3)CC2)n1,"5-((1-(2-(6-Methoxy-2-oxo-1,5-naphthyridin-1(2H)-yl)ethyl)-piperidin-4-ylamino)methyl)-2-methylnicotinonitrile",10.0,uM,=,1.0,1,O=c1ccc2ncccc2n1CCN1CCC(NCc2cccnc2)CC1
55,1446841,10.1021/jm500715u,,,,Inhibition of human ERG,Cc1ccc(Nc2nc3ccc(N4CCN(C)CC4)cc3[nH]2)nc1,6-(4-Methylpiperazin-1-yl)-N-(5-methylpyridin-2-yl)-1H-benzo[d]-imidazol-2-amine,12.7,uM,=,1.1038037209559568,1,c1ccc(Nc2nc3ccc(N4CCNCC4)cc3[nH]2)nc1
