,assay_id,doi,year,volume,issue,assay_description,compound_smiles,compound_name,value,unit,relation,log_value,classification_label,scaffold_smiles
10,63768,10.1016/s0960-894x(01)00344-4,,,,In vitro inhibitory activity against Epidermal growth factor receptor (EGFR-TK) from A431 vulval squamous carcinoma cells using TKI assay,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,(3-Chloro-4-fluoro-phenyl)-[7-methoxy-6-(3-piperidin-1-yl-propoxy)-quinazolin-4-yl]-amine,0.079,uM,=,-1.1023729087095586,0,c1ccc(Nc2ncnc3ccc(OCCCN4CCCCC4)cc23)cc1
11,67042,10.1021/jm960118j,,,,In vitro inhibitory activity against epidermal growth factor receptor,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,"5,6-Bis-phenylamino-isoindole-1,3-dione",0.3,uM,=,-0.5228787452803376,0,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21
12,2075027,10.1021/acsmedchemlett.9b00599,,,,"Inhibition of human recombinant EGFR expressed in baculovirus infected Sf9 insect cells using poly (Glu, Tyr) 4:1 peptide as substrate incubated for 40 mins in presence of 10 uM ATP by ADP-Glo luminescence assay",N#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCO4)c1,"3-[(7,8-Dihydro[1,4]dioxino[2,3-g]quinazolin-4-yl)amino]benzonitrile",0.024,uM,=,-1.619788758288394,0,c1ccc(Nc2ncnc3cc4c(cc23)OCCO4)cc1
13,2248093,10.1021/acs.jmedchem.1c00710,,,,Inhibition of wild type human N-terminal GST tagged EGFR (669 to 1210 residues) expressed in Sf21 insect cells incubated for 30 mins in presence of ATP by HTRF analysis,Cc1cc(Nc2c(C#N)cnc3ccc(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1cc2nncn2cn1,"(E)-3-[(2S)-1-methylpyrrolidin-2-yl]-N-[4-[3-methyl-4-([1,2,4]triazolo[4,3-c]pyrimidin-7-yloxy)anilino]quinazolin-6-yl]prop-2-enamide",0.00313,uM,=,-2.504455662453552,0,O=C(/C=C/[C@H]1CCCN1)Nc1ccc2nccc(Nc3ccc(Oc4cc5nncn5cn4)cc3)c2c1
14,67042,10.1021/jm960118j,,,,In vitro inhibitory activity against epidermal growth factor receptor,Cc1[nH]c2ncnc(Nc3cccc(C(=O)O)c3)c2c1C,"3-(5,6-Dimethyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamino)-benzoic acid",16.3,uM,=,1.212187604403958,1,c1ccc(Nc2ncnc3[nH]ccc23)cc1
15,961867,10.1016/j.bmc.2013.03.053,,,,Inhibition of recombinant EGFR (unknown origin) after 10 mins by DELFIA/time-resolved fluorometry,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1C(=O)Nc1nccc(-c2cccc(F)c2)n1,N-(4-(3-Fluorophenyl)pyrimidin-2-yl)-2-methyl-5-(4-((4-methylpiperazin-1-yl)methyl)benzamido)benzamide,6.0,uM,=,0.7781512503836436,1,O=C(Nc1cccc(C(=O)Nc2nccc(-c3ccccc3)n2)c1)c1ccc(CN2CCNCC2)cc1
16,766557,10.1016/j.bmcl.2011.07.010,,,,Inhibition of recombinant (His)6-tagged EGFR cytoplasmic domain (645-1186) autophosphorylation pre-incubated for 10 mins measured after 1 hrs by DELFIA based time-resolved fluorimetry assay,Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,"4-(4-chlorophenyl)-2-(3-(3,4-dimethylphenyl)-5-p-tolyl-4,5-dihydro-1H-pyrazol-1-yl)thiazole",1.04,uM,=,0.0170333392987803,1,c1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccccc3)C2)cc1
17,354894,10.1016/j.bmcl.2006.02.025,,,,Inhibition of EGFR in presence of 2 uM ATP,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C)CC1,4-(((4-(3-chloro-2-fluorophenylamino)-7-methoxyquinazolin-6-yl)methyl)(methyl)amino)-1-methylpiperidine-4-carboxamide,0.009,uM,=,-2.0457574905606752,0,c1ccc(Nc2ncnc3ccc(CNC4CCNCC4)cc23)cc1
18,1443957,10.1016/j.bmc.2014.10.038,,,,Inhibition of wild type EGFR (unknown origin) by Z'-Lyte kinase assay,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-],N-(3-Bromophenyl)-6-methoxy-7-(3-(2-nitro-1H-imidazol-1-yl)propoxy)quinazolin-4-amine,0.00049,uM,=,-3.3098039199714866,0,c1ccc(Nc2ncnc3cc(OCCCn4ccnc4)ccc23)cc1
19,1335368,10.1016/j.bmc.2014.01.035,,,,Inhibition of wild type EGFR domain (unknown origin) expressed in baculovirus expression system using Poly(Glu:Tyr)4:1 substrate after 60 mins by ELISA,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,"N-(4-((3-Chloro-4-fluorophenyl)amino)thieno[2,3-d]pyrimidin-6-yl)acrylamide",0.016,uM,=,-1.7958800173440752,0,c1ccc(Nc2ncnc3sccc23)cc1
20,1798716,10.1016/j.ejmech.2017.03.083,,,,"Inhibition of wild type N-terminal GST tagged human recombinant EGFR (695 to end amino acids) expressed in baculovirus infected Sf9 insect cells using Poly (4:1 Glu, Tyr) Peptide substrate by ADP-Glo assay",C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCN4CCOCC4)cc3)ncc2Cl)c1,N-[3-[[5-Chloro-2-[4-((1-morpholino)ethoxy)phenylamino]-4-pyrimidinyl]amino]phenyl]acrylamide,0.9613,uM,=,-0.0171410576879248,0,c1ccc(Nc2ccnc(Nc3ccc(OCCN4CCOCC4)cc3)n2)cc1
21,2229998,10.1021/acs.jmedchem.1c00876,,,,Inhibition of wild type EGFR (unknown origin),N#Cc1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,4-hydroxy-3-(4-(pyridin-3-ylmethylamino)quinazolin-2-yl)benzonitrile,50.0,uM,=,1.6989700043360187,1,c1ccc(-c2nc(NCc3cccnc3)c3ccccc3n2)cc1
22,654933,10.1038/nchembio.117,,,,Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21,"tert-butyl 5-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indole-1-carboxylate",0.179,uM,=,-0.7471469690201069,0,c1ncc2c(-c3ccc4[nH]ccc4c3)n[nH]c2n1
23,339195,10.1016/j.bmcl.2005.12.018,,,,Inhibition of EGFR,C=CC(=O)Nc1ccc2c(c1)CNc1c(Nc3cccc(Br)c3)ncnc1O2,"N-[1-(3-Bromo-phenylamino)-10,11-dihydro-5-oxa-2,4,11-triaza-dibenzo[a,d]cyclohepten-8-yl]-acrylamide",5.7,uM,=,0.7558748556724915,1,c1ccc(Nc2ncnc3c2NCc2ccccc2O3)cc1
24,654933,10.1038/nchembio.117,,,,Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP,CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,"3-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)benzenesulfonamide",100.0,uM,=,2.0,1,c1ccc(-c2n[nH]c3ncncc23)cc1
25,458089,10.1016/j.bmcl.2007.08.061,,,,Inhibition of EGFR,Fc1ccc(Nc2ncnc3ccc(C#Cc4ccccc4)cc23)cc1Cl,N-(3-chloro-4-fluorophenyl)-6-(2-phenylethynyl)quinazolin-4-amine,0.331,uM,=,-0.4801720062242812,0,C(#Cc1ccc2ncnc(Nc3ccccc3)c2c1)c1ccccc1
26,63756,10.1021/jm9903949,,,,Concentration needed to inhibit the phosphorylation of a 14-residue fragment of phospholipase C-gamma1 by Epidermal growth factor receptor (prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography),Brc1cccc(Nc2ncnc3c2ccc2[nH]cnc23)c1,"(3-Bromo-phenyl)-(1H-imidazo[4,5-h]quinazolin-6-yl)-amine",0.272,uM,=,-0.5654310959658013,0,c1ccc(Nc2ncnc3c2ccc2[nH]cnc23)cc1
27,425430,10.1021/jm061107l,,,,Inhibition of EGFR,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,"N-(2-((3-(dimethylamino)propyl)(methyl)amino)-5-(trifluoromethyl)phenyl)-2-fluoro-5-(3-(4-(methylamino)-1,3,5-triazin-2-yl)pyridin-2-yloxy)benzamide",25.0,uM,=,1.3979400086720375,1,O=C(Nc1ccccc1)c1cccc(Oc2ncccc2-c2ncncn2)c1
28,445904,10.1021/jm070436q,,,,Inhibition of P-EGFR expressed in A431 cells,C[S+]([O-])c1cc(NCc2c[nH]cn2)cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc12,4-[(3-chloro-4-fluorophenyl)amino]-6-[(1H-imidazol-5-ylmethyl)amino]-8-(methylsulfinyl)quinoline-3-carbonitrile,5.0,uM,=,0.6989700043360189,1,c1ccc(Nc2ccnc3ccc(NCc4c[nH]cn4)cc23)cc1
29,622913,10.1016/j.bmcl.2009.09.038,,,,Inhibition of EGFR in human A431 cells by HTRF assay,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,Erlotinib hydrochloride,0.42,uM,=,-0.3767507096020995,0,c1ccc(Nc2ncnc3ccccc23)cc1
30,605384,10.1016/j.bmc.2009.07.047,,,,Inhibition of wild type EGF-R by microplate scintillation counting,COc1cc2c(Nc3ccc(-c4nc5ccccc5s4)c(F)c3)ncnc2cc1OCCCN1CCN(C)CC1,N-(4-(benzo[d]thiazol-2-yl)-3-fluorophenyl)-6-methoxy-7-(3-(4-methylpiperazin-1-yl)propoxy)quinazolin-4-amine,0.43,uM,=,-0.3665315444204134,0,c1ccc2sc(-c3ccc(Nc4ncnc5cc(OCCCN6CCNCC6)ccc45)cc3)nc2c1
31,1935778,10.1021/acs.jmedchem.9b00102,,,,Inhibition of wild type EGFR (unknown origin) by HTRF assay,C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4ccc(C(C)=O)cc4)nn3)c3c(N)ncnc32)C1,"(R)-1-(3-(3-(1-(4-acetylphenyl)-1H-1,2,3-triazol-4-yl)-4-amino-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)prop-2-en-1-one",8.006,uM,=,0.9034155857690864,1,c1ccc(-n2cc(-c3nn([C@@H]4CCCNC4)c4ncncc34)nn2)cc1
32,78749,10.1021/jm960225d,,,,Antiproliferative activity determined by measuring the ability to block [3H]- thymidine uptake in HER-14 cells stimulated by EGF,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,"(E)-2-Cyano-N-{10-[(E)-2-cyano-3-(3,4-dihydroxy-phenyl)-acryloylamino]-decyl}-3-(3,4-dihydroxy-phenyl)-acrylamide",25.0,uM,=,1.3979400086720375,1,O=C(C=Cc1ccccc1)NCCCCCCCCCCNC(=O)/C=C/c1ccccc1
33,1738745,10.1016/j.ejmech.2018.04.052,,,,"Inhibition of recombinant human GST-tagged wild type EGFR expressed in baculovirus expression system using poly (Glu, Tyr) 4:1 as substrate after 1 hr by ELISA",C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,N-(2-((2-(dimethylamino)ethyl)(methyl)amino)-4-methoxy-5-((4-((2-(1-methyl-1H-pyrazol-3-yl)phenyl)amino)pyrimidin-2-yl)amino)phenyl)acrylamide,0.3499,uM,=,-0.4560560575170935,0,c1ccc(Nc2nccc(Nc3ccccc3-c3cc[nH]n3)n2)cc1
34,350362,10.1016/j.bmcl.2006.01.111,,,,Inhibition of EGFR,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,N-(6-(2-(4-(4-(3-fluorobenzyloxy)-3-chlorophenylamino)pyrimidin-5-yl)ethynyl)pyridin-2-yl)acetamide,0.091,uM,=,-1.0409586076789064,0,C(#Cc1cncnc1Nc1ccc(OCc2ccccc2)cc1)c1ccccn1
35,67042,10.1021/jm960118j,,,,In vitro inhibitory activity against epidermal growth factor receptor,Cc1[nH]c2ncnc(Nc3cccc(C#N)c3)c2c1C,"3-(5,6-Dimethyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamino)-benzonitrile",0.2,uM,=,-0.6989700043360187,0,c1ccc(Nc2ncnc3[nH]ccc23)cc1
36,306243,10.1021/jm0580196,,,,Inhibition of EGF Receptor autophosphorylation in A431 cell lysate,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1N1CCN(C)CC1,"N-[4-(4,5-Dichloro-2-fluoro-phenylamino)-7-(4-methyl-piperazin-1-yl)-quinazolin-6-yl]-acrylamide",0.25,uM,=,-0.6020599913279624,0,c1ccc(Nc2ncnc3cc(N4CCNCC4)ccc23)cc1
37,67067,10.1016/S0960-894X(01)80792-7,,,,Inhibition of Epidermal growth factor receptor,N#C/C(=C\c1cc(O)ccc1O)C(N)=O,"(E)-2-Cyano-3-(2,5-dihydroxy-phenyl)-acrylamide",10.0,uM,=,1.0,1,c1ccccc1
38,431034,10.1021/jm050607w,,,,"Displacement of [125I]4-(3-iodoanilino)-6,7-dimethoxyquinazoline from EGFR tyrosine kinase in human A431 cell membranes",COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC.Cl,"(6,7-Dimethoxy-quinazolin-4-yl)-(3-fluoro-phenyl)-amine hydrochloride",0.0319,uM,=,-1.496209316942819,0,c1ccc(Nc2ncnc3ccccc23)cc1
39,1883986,10.1021/acsmedchemlett.8b00461,,,,Inhibition of human EGFR cytoplasmic domain expressed in baculovirus expression system using FITC-C6-KKAEEEEYFELVAKK-NH2 as substrate preincubated for 1 hr followed by substrate addition and measured after 1 hr by TR-FRET Lanthascreen assay,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(Cl)cc4)cc3)c(C(N)=O)c2N)C1,1-[(3R)-1-Acryloylpiperidin-3-yl]-5-amino-3-(4-phenoxyphenyl)-1H-pyrazole-4-carboxamide,0.015,uM,=,-1.8239087409443189,0,c1ccc(Oc2ccc(-c3ccn([C@@H]4CCCNC4)n3)cc2)cc1
40,1547891,10.1016/j.bmc.2015.12.038,,,,Inhibition of EGFR (unknown origin) incubated for 1 hr assessed as luminescence changes using ATP by ADP-Glo Kinase assay,O=C(Nc1ccccn1)Nc1cc(-c2cccnc2)ccc1OC(F)(F)F,1-(Pyridin-2-yl)-3-(5-(pyridin-3-yl)-2-(trifluoromethoxy)phenyl)urea,0.09057,uM,=,-1.04301563225724,0,O=C(Nc1cccc(-c2cccnc2)c1)Nc1ccccn1
41,1573292,10.1016/j.bmc.2016.04.032,,,,Inhibition of wild-type EGFR (unknown origin) expressed in baculovirus expression system after 1 hr by ELISA,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)F)ncc2SC)c1,N-(3-((2-((4-(4-Acetylpiperazin-1-yl)-2-(difluoromethoxy)phenyl)amino)-5-(methylthio)pyrimidin-4-yl)oxy)phenyl)acrylamide,0.0387999999999999,uM,=,-1.4111682744057927,0,c1ccc(Oc2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1
42,827250,10.1021/jm300185p,,,,Inhibition of N-terminus peptide-tagged human recombinant EGFR expressed using baculovirus infection system using [gamma-33P]-ATP preincubated with compound for 5 mins measured after 10 mins by scintillation counting,O=C1NCc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc21,"6-(2-Chloro-4-{[5-(2-hydroxyethyl)-5H-pyrrolo[3,2-d]-pyrimidin-4-yl]amino}phenoxy)-2,3-dihydro-1H-isoindol-1-one",0.0078,uM,=,-2.10790539730952,0,O=C1NCc2ccc(Oc3ccc(Nc4ncnc5cc[nH]c45)cc3)cc21
43,827250,10.1021/jm300185p,,,,Inhibition of N-terminus peptide-tagged human recombinant EGFR expressed using baculovirus infection system using [gamma-33P]-ATP preincubated with compound for 5 mins measured after 10 mins by scintillation counting,CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,"N-[2-(4-{[4-(1,2-Benzisothiazol-4-yloxy)-3-chlorophenyl]-amino}-5H-pyrrolo[3,2-d]pyrimidin-5-yl)ethyl]-2,2-dimethylpropanamide Methanesulfonate",0.021,uM,=,-1.6777807052660807,0,c1cc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2)c2cnsc2c1
44,1743840,10.1021/acs.jmedchem.6b01894,,,,Inhibition of EGF-stimulated wild-type EGFR phosphorylation in human A549 cells preincubated for 2 hrs followed by EGF stimulation for 10 mins by sandwich ELISA,C=CC(=O)N[C@H]1CCN(c2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,(S)-N-(1-(9-isopropyl-6-((4-(4-methylpiperazin-1-yl)phenyl)amino)-9H-purin-2-yl)pyrrolidin-3-yl)acrylamide,0.277,uM,=,-0.5575202309355514,0,c1nc2c(Nc3ccc(N4CCNCC4)cc3)nc(N3CCCC3)nc2[nH]1
45,2285813,10.1016/j.ejmech.2020.112652,,,,Inhibition of EGFR (unknown origin) infected in insect sf9 cells incubated for 1 hrs in presence of ATP,COc1ccc(C(=O)n2nc(-c3cccnc3)nc2N)cc1,"(5-amino-3-(pyridin-3-yl)-1H-1,2,4-triazol-1-yl)(4-methoxyphenyl)methanone",3.6,uM,=,0.5563025007672873,1,O=C(c1ccccc1)n1cnc(-c2cccnc2)n1
46,402644,10.1016/j.bmcl.2006.07.031,,,,Inhibition of EGFR measured as pGAT-biotin peptide phosphorylation in presence of 2.0 uM ATP by HTRF assay,COc1cc2c(cc1OC)Sc1ncnc(Oc3cccc(Cl)c3F)c1NC2,"1-(3-chloro-2-fluoro-phenoxy)-7,8-dimethoxy-10,11-dihydro-5-thia-2,4,11-triaza-dibenzo[a,d]cycloheptene",19.3,uM,=,1.285557309007774,1,c1ccc(Oc2ncnc3c2NCc2ccccc2S3)cc1
47,66591,10.1021/jm00032a020,,,,Inhibitory potency against protein tyrosine kinase activity associated with EGFR was evaluated using ER 22 cell membrane,Cc1cc(C)cc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)c1,"5-(2,5-Dihydroxy-benzylamino)-2-hydroxy-benzoic acid 3,5-dimethyl-benzyl ester",3.0,uM,=,0.4771212547196624,1,O=C(OCc1ccccc1)c1cccc(NCc2ccccc2)c1
48,1299434,10.1039/C3MD00118K,,,,Inhibition of recombinant wild type EGFR kinase(unknown origin) after 30 mins in presence of [gamma32P]ATP,C=CC(=O)N1CCc2c(sc3ncnc(Nc4ccc(Br)c(C)c4)c23)C1,"1-(4-((4-bromo-3-methylphenyl)amino)-5,6-dihydropyrido[4',3':4,5]thieno[2,3-d]pyrimidin-7(8H)-yl)prop-2-en-1-one",4.4,uM,=,0.6434526764861874,1,c1ccc(Nc2ncnc3sc4c(c23)CCNC4)cc1
49,1338416,10.1016/j.ejmech.2014.01.018,,,,Inhibition of autophosphorylation of recombinant EGFR cytoplasmic domain (645 to 1186) (unknown origin) expressed in Sf9 cells after 1 hr by DELFIA/time-resolved fluorometric analysis,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1c(C)nn(-c2ccccc2)c1Cl,"Ethyl 2-amino-4-(5-chloro-3-methyl-1-phenyl-1H-pyrazol-4-yl)-5-oxo-1-(pyridin-3-yl)-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate",2.09,uM,=,0.320146286111054,1,O=C1CCCC2=C1C(c1cnn(-c3ccccc3)c1)C=CN2c1cccnc1
50,454316,10.1016/j.bmcl.2007.01.002,,,,Inhibition of EGFR,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC6CCNCC6)c45)ccc32)c1,"N-(1-(3-fluorobenzyl)-1H-indazol-5-yl)-5-((piperidin-4-yloxy)methyl)pyrrolo[1,2-f][1,2,4]triazin-4-amine",0.073,uM,=,-1.136677139879544,0,c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(COC6CCNCC6)c45)ccc32)cc1
51,334483,10.1021/jm050936o,,,,Inhibition of erbB1 fusion protein expressed in baculovirus by ELISA,CCCCC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,"N-[4-[(3-chloro-4-fluorophenyl)amino]pyrido[3,4-d]pyrimidin-6-yl]-2-heptynamide",0.015,uM,=,-1.8239087409443189,0,c1ccc(Nc2ncnc3cnccc23)cc1
52,1337213,10.1016/j.bmcl.2014.02.041,,,,Inhibition of autophosphorylation of human HER2 cytoplasmic domain (amino acids 676 to 1245) (unknown origin) expressed in Sf9 cells after 1 hr by time-resolved fluorometry,COc1ccc(Oc2nc3ccc(C)cc3cc2/C=N/NC(=O)Cn2c([N+](=O)[O-])cnc2C)cc1,(E)-N'-((2-(4-methoxyphenoxy)-6-methylquinolin-3-yl)methylene)-2-(2-methyl-5-nitro-1H-imidazol-1-yl)acetohydrazide,2.18,uM,=,0.3384564936046048,1,O=C(Cn1ccnc1)N/N=C/c1cc2ccccc2nc1Oc1ccccc1
