,assay_id,doi,year,volume,issue,assay_description,compound_smiles,compound_name,value,unit,relation,log_value,classification_label,scaffold_smiles
16,828928,10.1016/j.bmcl.2012.06.022,,,,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate after 10 mins by LC/MS/MS analysis,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(=O)c1ccc2nc(NCCCn3ccnc3)oc2c1,"thiazol-5-ylmethyl(2S,3R)-4-(2-(3-(1H-imidazol-1-yl)propylamino)-N-isobutylbenzo[d]oxazole-6-carboxamido)-3-hydroxy-1-phenylbutan-2-ylcarbamate",0.031,uM,=,-1.5086383061657274,0,O=C(N[C@H](CCNC(=O)c1ccc2nc(NCCCn3ccnc3)oc2c1)Cc1ccccc1)OCc1cncs1
17,1465541,10.1016/j.bmcl.2015.01.051,,,,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate preincubated for 5 mins before substrate addition by LC-MS/MS analysis,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,"(1S,4R,5R,6R,8R,10S,11R,12S,13R,16R,18S,21R)-8-[(1S)-1-ethoxy-2-hydroxy-2-methylpropyl]-18-{[(2S)-4-[1-(2-hydroxyethyl)azetidin-3-yl]morpholin-2-yl]oxy}-4,6,12,17,17-pentamethyl-9-oxahexacyclo[11.9.0.0^{1,21}.0^{4,12}.0^{5,10}.0^{16,21}]docosan-11-ol",4.9,uM,=,0.6901960800285137,1,C1CO[C@@H]2CC3C(CC[C@@]45C[C@@]46CC[C@H](O[C@H]4CN(C7CNC7)CCO4)C[C@@H]6CC[C@@H]35)[C@H]2C1
18,1364172,10.1021/ml500019s,,,,Inhibition of CYP3A4 (unknown origin) co-incubated with enzyme,C=CC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCN(c2ccccc2OCCOC)CC1.Cl,"((2R,3S)-2-allyl-1-(4-(trifluoromethyl)nicotinoyl)-3-(4-(trifluoromethyl)phenoxy)piperidin-3-yl)(4-(2-(2-methoxyethoxy)phenyl)piperazin-1-yl)methanone hydrochloride",2.1,uM,=,0.3222192947339193,1,O=C(c1cccnc1)N1CCC[C@@](Oc2ccccc2)(C(=O)N2CCN(c3ccccc3)CC2)C1
19,2076129,10.1021/acsmedchemlett.0c00387,,,,Inhibition of CYP3A4 (unknown origin) using midazolam as substrate measured after 5 to 20 mins in presence of NADPH by LC-MS/MS analysis,Cc1cc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)cc2c1C(=O)N([C@@H](C)C1CC1)C2,"2-[(1S)-1-Cyclopropylethyl]-7-methyl-5-[3-(pyridin-4-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-2,3-dihydro-1H-isoindol-1-one",0.3,uM,=,-0.5228787452803376,0,O=C1c2ccc(-c3cnc4[nH]cc(-c5ccncc5)c4c3)cc2CN1CC1CC1
20,555225,10.1016/j.bmcl.2008.05.058,,,,Inhibition of CYP3A4,CC(=O)Nc1ccc(-c2ccc(C(CN3CCOCC3)N(C)C(=O)CN3C(=O)COc4cc(C)c(C)cc43)cc2)cc1,"N-[1-(4'-Acetylamino-biphenyl-4-yl)-2-morpholin-4-yl-ethyl]-2-(6,7-dimethyl-3-oxo-2,3-dihydro-benzo[1,4]oxazin-4-yl)-N-methyl-acetamide",6.4,uM,=,0.8061799739838872,1,O=C(CN1C(=O)COc2ccccc21)NC(CN1CCOCC1)c1ccc(-c2ccccc2)cc1
21,1859914,10.1021/acsmedchemlett.9b00114,,,,Inhibition of CYP3A4 (unknown origin),O[C@H](C[C@H]1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@H](O)CC1,NAVOXIMOD,2.8,uM,=,0.4471580313422192,1,c1ccc2c(c1)-c1cncn1[C@H]2CCC1CCCCC1
22,1291572,10.1016/j.bmcl.2013.12.058,,,,Inhibition of human CYP3A4-mediated midazolam 1'-hydroxylase activity,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N(C)[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)C(C)C)cs1,"Thiazol-5-ylmethyl(2R,5R)-5-((S)-2-(3-((2-isopropylthiazol-4-yl)methyl)-3-methylureido)-N,3-dimethylbutanamido)-1,6-diphenylhexan-2-ylcarbamate",0.41,uM,=,-0.3872161432802645,0,O=C(CNC(=O)NCc1cscn1)N[C@H](CC[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1
23,304712,10.1021/jm048978k,,,,In vitro inhibitory concentration against Cytochrome P450 3A4,CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccc(F)cc3)cc21.CS(=O)(=O)O.CS(=O)(=O)O,6-[5-(4-Fluoro-phenyl)-3H-imidazol-4-yl]-1-(propane-2-sulfonyl)-1H-benzoimidazol-2-ylamine; Bismesylate salt,0.8,uM,=,-0.0969100130080563,0,c1ccc(-c2nc[nH]c2-c2ccc3nc[nH]c3c2)cc1
24,676065,10.1016/j.bmcl.2010.09.028,,,,Inhibition of CYP3A4 after 30 mins,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3C[C@@H](O)C[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,"1-((2R,4S,6S)-1-(4-chlorophenylsulfonyl)-6-cyclopropyl-4-hydroxypiperidin-2-yl)cyclopropyl 4-(1-hydroxy-2-methylpropan-2-yl)piperazine-1-carboxylate",19.5,uM,=,1.290034611362518,1,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccccc2)CC1)N1CCNCC1
25,1466989,10.1021/jm501719e,,,,Inhibition of human CYP3A4 using 7-benzyloxy-4-(trifluoromethyl)coumarin as substrate assessed as formation of 7-hydroxy-4-trifluoromethylcoumarin incubated for 2 mins prior to NADPH addition by fluorimetric assay,Cl.c1cncc(CCCNCCc2ccnc(-n3ccnc3)n2)c1,N-2-[2-(1H-Imidazol-1-yl)pyrimidin-4-yl]ethyl-3-(pyridin-3-yl)-propan-1-amine Trihydrochloride,70.0,uM,=,1.845098040014257,1,c1cncc(CCCNCCc2ccnc(-n3ccnc3)n2)c1
26,563097,10.1016/j.bmc.2009.03.001,,,,Inhibition of CYP3A4 in human liver microsome assessed as 1'-hydroxymidazolam formation by competitive inhibition assay,Cc1ccn(-c2ccc(C(=O)N3CCC(F)(F)/C(=C\C(=O)NCc4ccccn4)c4ccccc43)c(Cl)c2)n1,"2,3,4-tetrahydro-5H-1-benzazepin-5-ylidene}-N-(pyridin-2-ylmethyl)acetamide",11.0,uM,=,1.0413926851582251,1,O=C(/C=C1\CCCN(C(=O)c2ccc(-n3cccn3)cc2)c2ccccc21)NCc1ccccn1
27,1689562,10.1021/acs.jmedchem.7b00598,,,,Inhibition of CYP3A4 (unknown origin),N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(Cl)cc1-c1ccnc(N)c1,"4-(2-(2-aminopyridin-4-yl)-4-chlorophenoxy)-3-cyano-N-(1,2,4-thiadiazol-5-yl)benzenesulfonamide",0.205,uM,=,-0.6882461389442457,0,O=S(=O)(Nc1ncns1)c1ccc(Oc2ccccc2-c2ccncc2)cc1
28,489969,10.1021/jm800566m,,,,Inhibition of human recombinant CYP3A4 using diethoxyfluorescein substrate,Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1Cc1ccccc1,3-[(4-{Methyl[3-methyl-2-(benzyl)-2H-indazol-6-yl]amino}-2-pyrimidinyl)amino]benzenesulfonamide,74.0,uM,=,1.869231719730976,1,c1ccc(Cn2cc3ccc(Nc4ccnc(Nc5ccccc5)n4)cc3n2)cc1
29,1629312,10.1016/j.bmcl.2016.11.020,,,,Inhibition of CYP3A4 (unknown origin),Cc1cc(Nc2cc(C)c(C#N)c(N[C@@H](C)CCCC(C)(C)O)n2)n[nH]1,(S)-2-(6-hydroxy-6-methylheptan-2-ylamino)-4-methyl-6-(5-methyl-1H-pyrazol-3-ylamino)nicotinonitrile,9.3,uM,=,0.9684829485539352,1,c1ccc(Nc2cc[nH]n2)nc1
30,1924430,10.1021/acsmedchemlett.5b00485,,,,Inhibition of CYP3A4 (unknown origin) preincubated for 10 mins followed by addition of BFC as substrate measured after 10 mins in presence of NADP by fluorescence analysis,Cc1cc(-c2cnn3c(NCCN4CCOCC4)cc(Oc4cccc(F)c4)nc23)ccc1C(=O)NC1CC1,"N-cyclopropyl-4-(5-(3-fluorophenoxy)-7-((2-morpholinoethyl)amino)pyrazolo[1,5-a]pyrimidin-3-yl)-2-methylbenzamide",0.78,uM,=,-0.1079053973095195,0,O=C(NC1CC1)c1ccc(-c2cnn3c(NCCN4CCOCC4)cc(Oc4ccccc4)nc23)cc1
31,979641,10.1016/j.bmcl.2013.07.029,,,,Inhibition of CYP3A4 in human liver microsomes in presence of NADPH,C[C@@H]1CN(c2cccnc2C#N)CCN1C(=O)C12CC3CC(CC(C3)C1)C2,3-[(R)-4-(Adamantane-1-carbonyl)-3-methyl-piperazin-1-yl]-pyridine-2-carbonitrile,7.0,uM,=,0.8450980400142568,1,O=C(N1CCN(c2cccnc2)CC1)C12CC3CC(CC(C3)C1)C2
32,1446329,10.1021/ml500387y,,,,Inhibition of human recombinant CYP3A4 using 7-benzyloxy-4-(trifluoromethyl)-coumarin as substrate after 30 mins by fluorescence assay,Cc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2c(C)cncc2[nH]1)C(F)(F)F,"1,1,1-trifluoro-4-(5-fluoro-2-methylphenyl)-4-methyl-2-((4-methyl-1H-pyrrolo[2,3-c]pyridin-2-yl)methyl)pentan-2-ol",2.0,uM,=,0.3010299956639812,1,c1ccc(CCCCc2cc3ccncc3[nH]2)cc1
33,2188376,10.1021/acs.jmedchem.2c01170,,,,Inhibition of CYP3A4 in human liver Microsome using midazolam as substrate in presence of NADPH by LC-MS/MS analysis,CCCC(CCC)c1nc2c(Nc3ccc(I)cc3)nc3ccccc3c2[nH]1,"2-(heptan-4-yl)-N-(4-iodophenyl)-1H-imidazo[4,5-c]quinolin-4-amine",61.6,uM,=,1.7895807121644254,1,c1ccc(Nc2nc3ccccc3c3[nH]cnc23)cc1
34,2157126,10.1021/acsmedchemlett.1c00445,,,,Time dependent inhibition of human CYP3A4 using testosterone as substrate by fluorescence plate reader analysis,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cn2c(C#N)cnc2C(N)=N1,"(R)-N-(3-(8-amino-3-cyano-6-methyl-5,6-dihydroimidazo[1,2-a]pyrazin-6-yl)-4-fluorophenyl)-5-cyanopicolinamide",0.27,uM,=,-0.5686362358410126,0,O=C(Nc1cccc(C2Cn3ccnc3C=N2)c1)c1ccccn1
35,2070445,10.1021/acs.jmedchem.9b02101,,,,Inhibition of recombinant human CYP3A4,COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(Cl)s2)c(F)c1,"1-(5-Chlorothiophen-2-yl)-3-[(3S,4R)-4-(2,6-difluoro-4-methoxyphenyl)-2-oxopyrrolidin-3-yl]urea",5.6,uM,=,0.7481880270062004,1,O=C(Nc1cccs1)N[C@@H]1C(=O)NC[C@H]1c1ccccc1
36,804824,10.1016/j.bmcl.2011.12.080,,,,Reversible inhibition of CYP3A4,COc1cc(C)c2nc3[nH]nc(C)c3c(C(O)c3ccncc3)c2c1,"(+)-(6-methoxy-3,8-dimethyl-1H-pyrazolo[3,4-b]quinolin-4-yl)(pyridin-4-yl)methanol",2.9,uM,=,0.4623979978989561,1,c1ccc2c(Cc3ccncc3)c3cn[nH]c3nc2c1
37,2160656,10.1021/acs.jmedchem.1c01875,,,,Time dependent inhibition of recombinant human CYP3A4 using midazolam as substrate preincubated for 30 mins in presence of NADPH generating system followed by substrate addition incubated for 30 mins by LC-MS/MS analysi,C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,"5-(14-Hydroxy-10,13-dimethyl-3-oxo-hexadecahydro-cyclopenta[a]phenanthren-17-yl)-pyran-2-one",0.09,uM,=,-1.0457574905606752,0,O=C1CCC2[C@H](CC[C@H]3C4CC[C@H](c5ccc(=O)oc5)C4CC[C@H]23)C1
38,1923418,10.1021/acsmedchemlett.6b00056,,,,Inhibition of human CYP3A4 expressed in supersomes assessed as testosterone 6beta-hydroxylation after 15 mins by HPLC analysis,COc1ccc2c(c1)c(C1=CCNCC1)cn2S(=O)(=O)c1ccc2cccnc2c1,"7-{[5-Methoxy-3-(1,2,3,6-tetrahydropyridin-4yl)-1H-indol-1-yl]sulfonyl}quinoline",20.0,uM,=,1.3010299956639813,1,O=S(=O)(c1ccc2cccnc2c1)n1cc(C2=CCNCC2)c2ccccc21
39,1744980,10.1016/j.bmcl.2017.09.046,,,,Inhibition of human CYP3A4 expressed in Escherichia coli co-expressing CYP-reductase using diethoxyfluorescein as substrate measured after 10 mins by fluorescence assay,CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCNC)C2)c1,methyl 4-(6-chloro-3'-ethylbiphenyl-2-yl)-4-hydroxy-4-((R)-1-(4-(methylamino)butanoyl)piperidin-3-yl)butylcarbamate,0.14,uM,=,-0.8538719643217619,0,c1ccc(-c2ccccc2C[C@@H]2CCCNC2)cc1
40,463856,10.1016/j.bmcl.2008.01.100,,,,Inhibition of CYP3A4 using 7-benzyloxy-4-trifluoromethylcoumarin as a substrate,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@H](CC#N)COc1ccccc1O,2-amino-N-((S)-2-(benzyloxy)-1-(1-((R)-1-cyano-3-(2-hydroxyphenoxy)propan-2-yl)-1H-tetrazol-5-yl)ethyl)-2-methylpropanamide,9.8,uM,=,0.9912260756924948,1,c1ccc(COCCc2nnnn2CCOc2ccccc2)cc1
41,52065,10.1021/jm0310129,,,,Inhibitory activity against cytochrome P450 3A4,O=[N+]([O-])c1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,"4-{4-[2-(3,4-Difluoro-phenyl)-ethyl]-piperazin-1-yl}-9-nitro-5H-pyrimido[5,4-b]indole",6.62,uM,=,0.8208579894396999,1,c1ccc(CCN2CCN(c3ncnc4c3[nH]c3ccccc34)CC2)cc1
42,1465541,10.1016/j.bmcl.2015.01.051,,,,Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate preincubated for 5 mins before substrate addition by LC-MS/MS analysis,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,SPI-1865,37.0,uM,=,1.568201724066995,1,C1CO[C@@H]2CC3C(CC[C@@]45C[C@@]46CC[C@H](O[C@H]4CN(C7CNC7)CCO4)C[C@@H]6CC[C@@H]35)[C@H]2C1
43,1499751,10.1021/acs.jmedchem.5b00424,,,,Inhibition of CYP3A4 (unknown origin),COc1cccc(CC(=O)Nc2cc(-c3ccnc(F)c3)cs2)c1,N-(4-(2-fluoropyridin-4-yl)thiophen-2-yl)-2-(3-methoxyphenyl)acetamide,3.8,uM,=,0.5797835966168101,1,O=C(Cc1ccccc1)Nc1cc(-c2ccncc2)cs1
44,52064,10.1016/s0960-894x(03)00058-1,,,,Inhibitory activity against CYP450 3A4 isozyme,CCc1cn(CC(=O)N(CCN(CC)CC)Cc2ccc(-c3ccc(Cl)cc3)cc2)c(SCc2ccc(F)cc2)nc1=O,N-(4'-Chloro-biphenyl-4-ylmethyl)-N-(2-diethylamino-ethyl)-2-[5-ethyl-2-(4-fluoro-benzylsulfanyl)-4-oxo-4H-pyrimidin-1-yl]-acetamide,7.0,uM,=,0.8450980400142568,1,O=C(Cn1ccc(=O)nc1SCc1ccccc1)NCc1ccc(-c2ccccc2)cc1
45,1512779,10.1016/j.bmcl.2015.07.038,,,,Time dependent inhibition of CYP3A4 in human liver microsomes assessed as reduction in testosterone 6beta-hydroxylation incubated for 60 mins in presence of NADPH generating system by LC-MS/MS method,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,"Methoxy-acetic acid (1S,2S)-2-(2-{[3-(1H-benzoimidazol-2-yl)-propyl]-methyl-amino}-ethyl)-6-fluoro-1-isopropyl-1,2,3,4-tetrahydro-naphthalen-2-yl ester",140.0,uM,=,2.146128035678238,1,c1ccc2c(c1)CCC(CCNCCCc1nc3ccccc3[nH]1)C2
46,481543,10.1021/np0400104,,,,Inhibition of human CYP3A4,CC(C)CC(=O)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,"2-beta-D-glucopyranosyloxy-4,6-dihydroxyisovalerophenone",120.0,uM,=,2.0791812460476247,1,c1ccc(O[C@H]2CCCCO2)cc1
47,1475768,10.1021/jm5017413,,,,Inhibition of CYP3A4 (unknown origin) by luciferase reporter assay in presence of NADPH regeneration system,CC(C)c1nc(-c2nnc3n2CCN(C(=O)c2ccc(-c4cccs4)cc2)[C@@H]3C)co1,"(R)-(3-(2-Isopropyloxazol-4-yl)-8-methyl-5,6-dihydro-[1,2,4]-triazolo[4,3-a]pyrazin-7(8H)-yl)(4-(thiophen-2-yl)phenyl)-methanone",43.0,uM,=,1.6334684555795866,1,O=C(c1ccc(-c2cccs2)cc1)N1CCn2c(nnc2-c2cocn2)C1
